Red,Green,Blue,HueCode,HueNum,Value,Chroma,Remarks
0,34,17,G,1.36,1,3.83,
0,34,34,BG,3.05,1.06,2.95,
0,34,51,B,6.6,1.14,3.14,
0,34,68,PB,3.37,1.26,4.97,
0,34,85,PB,5.54,1.4,6.99,
0,34,102,PB,6.1,1.57,9.06,
0,34,119,PB,6.4,1.75,11.29,
0,34,153,PB,6.67,2.15,15.47,
0,51,0,GY,8.02,1.7,6.15,
0,51,17,GY,9.65,1.72,5.38,
0,51,34,G,3.47,1.76,4.5,
0,51,51,BG,3.37,1.81,3.8,
0,51,68,B,4.02,1.89,3.82,
0,51,85,PB,1.19,1.99,5.27,
0,51,102,PB,4.55,2.11,7.08,
0,51,119,PB,5.7,2.24,9.05,
0,51,136,PB,6.18,2.39,11.13,
0,51,153,PB,6.45,2.55,13.2,
0,51,170,PB,6.61,2.72,15.19,
0,51,204,PB,6.82,3.08,19.4,
0,51,221,PB,6.87,3.26,21.23,
0,68,0,GY,8.58,2.39,7.99,
0,68,17,GY,9.51,2.4,7.36,
0,68,34,G,1.24,2.42,6.47,
0,68,51,G,5.5,2.46,5.35,
0,68,68,BG,3.71,2.52,4.51,
0,68,85,B,2.21,2.59,4.24,
0,68,102,B,9.13,2.67,5.28,
0,68,119,PB,2.9,2.77,7.03,
0,68,136,PB,5.12,2.88,9.12,
0,68,153,PB,5.85,3.01,11.28,
0,68,170,PB,6.25,3.15,13.28,
0,68,187,PB,6.49,3.29,15.22,
0,68,204,PB,6.65,3.45,17.19,
0,68,221,PB,6.78,3.61,19.19,
0,68,238,PB,6.87,3.77,21.18,
0,68,255,PB,6.94,3.95,23.32,
0,85,0,GY,8.9,3.02,9.42,
0,85,17,GY,9.56,3.03,8.8,
0,85,34,G,0.66,3.05,7.98,
0,85,51,G,2.28,3.08,6.85,
0,85,68,G,7.13,3.12,5.72,
0,85,85,BG,4.03,3.17,4.96,
0,85,102,B,1.16,3.24,4.73,
0,85,119,B,7.36,3.31,5.63,
0,85,136,PB,1.51,3.4,7.28,
0,85,153,PB,3.98,3.5,9.24,
0,85,170,PB,5.36,3.61,11.31,
0,85,187,PB,5.94,3.74,13.45,
0,85,204,PB,6.31,3.86,15.53,
0,85,221,PB,6.57,4,17.61,
0,85,238,PB,6.73,4.15,19.23,
0,85,255,PB,6.85,4.3,21.01,
0,102,0,GY,9.08,3.63,10.18,
0,102,17,GY,9.54,3.64,9.68,
0,102,34,G,0.31,3.65,8.96,
0,102,51,G,1.42,3.68,8.11,
0,102,68,G,3.42,3.71,7.02,
0,102,85,G,8.33,3.75,6.1,
0,102,102,BG,4.3,3.8,5.5,
0,102,119,B,0.55,3.86,5.39,
0,102,136,B,6.11,3.93,6.25,
0,102,153,PB,0.36,4.02,7.78,
0,102,170,PB,2.88,4.11,9.67,
0,102,187,PB,4.77,4.21,11.65,
0,102,204,PB,5.6,4.32,13.59,
0,102,221,PB,6.07,4.44,15.48,
0,102,238,PB,6.38,4.56,17.29,
0,102,255,PB,6.61,4.7,19.02,
0,119,0,GY,9.26,4.22,11.16,
0,119,17,GY,9.61,4.23,10.73,
0,119,34,G,0.2,4.24,10.13,
0,119,51,G,0.94,4.26,9.33,
0,119,68,G,2.06,4.28,8.36,
0,119,85,G,4.46,4.32,7.43,
0,119,102,G,9.31,4.36,6.65,
0,119,119,BG,4.58,4.41,6.13,
0,119,136,B,0.04,4.47,5.99,
0,119,153,B,5.03,4.54,6.66,
0,119,170,B,9.15,4.62,8.03,
0,119,187,PB,1.84,4.7,9.8,
0,119,204,PB,3.82,4.8,11.72,
0,119,221,PB,5.2,4.9,13.66,
0,119,238,PB,5.79,5.01,15.54,
0,119,255,PB,6.19,5.13,17.21,
0,136,0,GY,9.42,4.81,12.33,
0,136,17,GY,9.68,4.81,11.94,
0,136,34,G,0.1,4.82,11.37,
0,136,51,G,0.62,4.83,10.67,
0,136,68,G,1.45,4.85,9.83,
0,136,85,G,2.77,4.88,8.96,
0,136,102,G,5.42,4.92,8.06,
0,136,119,BG,0.18,4.96,7.37,
0,136,136,BG,4.86,5.01,6.92,
0,136,153,BG,9.79,5.07,6.71,
0,136,170,B,4.39,5.14,7.24,
0,136,187,B,8.09,5.21,8.48,
0,136,204,PB,0.96,5.3,10.07,
0,136,221,PB,2.91,5.38,11.74,
0,136,238,PB,4.55,5.48,13.5,
0,136,255,PB,5.44,5.58,15.11,
0,153,0,GY,9.54,5.38,13.55,
0,153,17,GY,9.73,5.38,13.2,
0,153,34,G,0.06,5.39,12.64,
0,153,51,G,0.46,5.4,11.95,
0,153,68,G,1.06,5.42,11.12,
0,153,85,G,1.98,5.45,10.29,
0,153,102,G,3.6,5.48,9.5,
0,153,119,G,6.39,5.51,8.61,
0,153,136,BG,0.9,5.56,7.87,
0,153,153,BG,5.09,5.61,7.38,
0,153,170,BG,9.63,5.67,7.24,
0,153,187,B,3.87,5.73,7.67,
0,153,204,B,7.22,5.8,8.83,
0,153,221,PB,0.19,5.88,10.34,
0,153,238,PB,2.13,5.97,11.87,
0,153,255,PB,3.75,6.06,13.46,
0,170,0,GY,9.64,5.95,14.74,
0,170,17,GY,9.79,5.95,14.42,
0,170,34,G,0.06,5.96,13.94,
0,170,51,G,0.37,5.97,13.36,
0,170,68,G,0.86,5.99,12.63,
0,170,85,G,1.58,6.01,11.83,
0,170,102,G,2.61,6.04,10.99,
0,170,119,G,4.28,6.07,10.14,
0,170,136,G,7.25,6.11,9.28,
0,170,153,BG,1.54,6.15,8.52,
0,170,170,BG,5.42,6.2,8,
0,170,187,BG,9.55,6.26,7.88,
0,170,204,B,3.43,6.32,8.2,
0,170,221,B,6.55,6.39,9.15,
0,170,238,B,9.39,6.47,10.43,
0,170,255,PB,1.42,6.55,11.78,
0,187,0,GY,9.71,6.52,15.79,
0,187,17,GY,9.82,6.52,15.52,
0,187,34,G,0.04,6.53,15.08,
0,187,51,G,0.32,6.54,14.57,
0,187,68,G,0.74,6.55,13.9,
0,187,85,G,1.29,6.57,13.07,
0,187,102,G,2.05,6.59,12.19,
0,187,119,G,3.24,6.62,11.39,
0,187,136,G,4.8,6.66,10.53,
0,187,153,G,8.07,6.7,9.76,
0,187,170,BG,2.12,6.74,9.08,
0,187,187,BG,5.73,6.79,8.64,
0,187,204,BG,9.48,6.85,8.53,
0,187,221,B,3.08,6.91,8.79,
0,187,238,B,5.95,6.98,9.49,
0,187,255,B,8.71,7.05,10.53,
0,204,0,GY,9.78,7.08,16.97,
0,204,17,GY,9.88,7.09,16.72,
0,204,34,G,0.05,7.09,16.34,
0,204,51,G,0.32,7.1,15.92,
0,204,68,G,0.69,7.11,15.34,
0,204,85,G,1.17,7.13,14.61,
0,204,102,G,1.78,7.15,13.7,
0,204,119,G,2.54,7.18,12.66,
0,204,136,G,3.79,7.21,11.85,
0,204,153,G,5.49,7.24,10.99,
0,204,170,G,8.83,7.28,10.24,
0,204,187,BG,2.62,7.33,9.6,
0,204,204,BG,5.99,7.38,9.16,
0,204,221,BG,9.5,7.44,8.98,
0,204,238,B,2.84,7.5,9.09,
0,204,255,B,5.34,7.56,9.57,
0,221,0,GY,9.84,7.65,17.82,
0,221,17,GY,9.91,7.65,17.61,
0,221,34,G,0.05,7.65,17.29,
0,221,51,G,0.28,7.66,16.91,
0,221,68,G,0.59,7.67,16.39,
0,221,85,G,1.01,7.69,15.72,
0,221,102,G,1.53,7.7,14.93,
0,221,119,G,2.16,7.73,14.03,
0,221,136,G,3.06,7.75,13.07,
0,221,153,G,4.25,7.79,12.19,
0,221,170,G,6.26,7.82,11.36,
0,221,187,G,9.46,7.86,10.71,
0,221,204,BG,3.04,7.91,10.12,
0,221,221,BG,6.24,7.96,9.68,
0,221,238,BG,9.62,8.02,9.4,
0,221,255,B,2.7,8.08,9.38,
0,238,0,GY,9.89,8.2,18.65,
0,238,17,GY,9.96,8.2,18.46,
0,238,34,G,0.07,8.21,18.19,
0,238,51,G,0.26,8.21,17.83,
0,238,68,G,0.52,8.22,17.32,
0,238,85,G,0.87,8.24,16.69,
0,238,102,G,1.32,8.25,15.96,
0,238,119,G,1.86,8.27,15.1,
0,238,136,G,2.54,8.3,14.2,
0,238,153,G,3.51,8.33,13.34,
0,238,170,G,4.64,8.36,12.39,
0,238,187,G,6.98,8.4,11.56,
0,238,204,G,9.99,8.44,10.93,
0,238,221,BG,3.4,8.48,10.32,
0,238,238,BG,6.45,8.53,9.84,
0,238,255,BG,9.67,8.59,9.46,
0,255,0,GY,9.92,8.75,19.39,
0,255,17,GY,9.98,8.75,19.21,
0,255,34,G,0.07,8.75,18.93,
0,255,51,G,0.22,8.76,18.53,
0,255,68,G,0.45,8.77,17.99,
0,255,85,G,0.74,8.78,17.37,
0,255,102,G,1.11,8.8,16.66,
0,255,119,G,1.6,8.81,15.9,
0,255,136,G,2.19,8.84,15.06,
0,255,153,G,2.97,8.86,14.29,
0,255,170,G,3.91,8.89,13.45,
0,255,187,G,5,8.92,12.47,
0,255,204,G,7.64,8.96,11.69,
0,255,221,BG,0.52,9,11.09,
0,255,238,BG,3.7,9.05,10.86,
0,255,255,BG,6.58,9.1,10.9,
17,34,0,GY,5.78,1.06,3.84,
17,34,17,GY,8.21,1.09,2.91,
17,34,34,BG,2.51,1.14,2.04,
17,34,51,PB,0.4,1.22,2.47,
17,34,68,PB,5.26,1.33,4.62,
17,34,85,PB,6.22,1.47,6.78,
17,34,102,PB,6.57,1.63,8.94,
17,34,119,PB,6.74,1.81,11.23,
17,34,153,PB,6.85,2.19,15.38,
17,51,0,GY,7.05,1.76,5.7,
17,51,17,GY,8.46,1.78,4.89,
17,51,34,G,2,1.81,4.01,
17,51,51,BG,3.16,1.87,3.2,
17,51,68,B,5.69,1.94,3.37,
17,51,85,PB,2.41,2.04,4.98,
17,51,102,PB,5.25,2.15,6.89,
17,51,119,PB,6.05,2.28,8.92,
17,51,136,PB,6.43,2.43,11.02,
17,51,153,PB,6.64,2.58,13.12,
17,51,170,PB,6.77,2.75,15.14,
17,51,204,PB,6.92,3.1,19.33,
17,51,221,PB,6.95,3.29,21.17,
17,68,0,GY,7.88,2.42,7.44,
17,68,17,GY,8.84,2.44,6.87,
17,68,34,G,0.63,2.46,5.99,
17,68,51,G,4.56,2.5,4.82,
17,68,68,BG,3.63,2.55,3.95,
17,68,85,B,3.08,2.62,3.83,
17,68,119,PB,3.56,2.8,6.9,
17,68,136,PB,5.38,2.91,9.03,
17,68,153,PB,6.05,3.04,11.18,
17,68,170,PB,6.41,3.17,13.21,
17,68,187,PB,6.62,3.32,15.16,
17,68,204,PB,6.76,3.47,17.15,
17,68,221,PB,6.87,3.63,19.14,
17,68,238,PB,6.94,3.79,21.16,
17,68,255,PB,7,3.96,23.32,
17,85,0,GY,8.49,3.05,9.01,
17,85,17,GY,9.15,3.06,8.43,
17,85,34,G,0.27,3.08,7.52,
17,85,51,G,1.94,3.11,6.46,
17,85,68,G,6.56,3.15,5.33,
17,85,85,BG,3.97,3.2,4.57,
17,85,102,B,1.63,3.26,4.4,
17,85,119,B,7.97,3.34,5.44,
17,85,136,PB,1.95,3.43,7.15,
17,85,153,PB,4.37,3.53,9.14,
17,85,170,PB,5.53,3.64,11.26,
17,85,187,PB,6.07,3.76,13.41,
17,85,204,PB,6.42,3.88,15.51,
17,85,221,PB,6.66,4.02,17.55,
17,85,238,PB,6.8,4.17,19.19,
17,85,255,PB,6.9,4.32,20.97,
17,102,0,GY,8.8,3.65,9.91,
17,102,17,GY,9.24,3.66,9.41,
17,102,34,G,0.07,3.67,8.65,
17,102,51,G,1.19,3.7,7.81,
17,102,68,G,3.04,3.73,6.71,
17,102,85,G,7.98,3.77,5.8,
17,102,102,BG,4.26,3.82,5.22,
17,102,119,B,0.82,3.88,5.15,
17,102,136,B,6.51,3.95,6.1,
17,102,153,PB,0.69,4.03,7.67,
17,102,170,PB,3.18,4.13,9.57,
17,102,187,PB,5.01,4.23,11.57,
17,102,204,PB,5.7,4.34,13.53,
17,102,221,PB,6.16,4.45,15.43,
17,102,238,PB,6.46,4.58,17.25,
17,102,255,PB,6.68,4.71,18.99,
17,119,0,GY,9.05,4.24,10.96,
17,119,17,GY,9.4,4.25,10.54,
17,119,34,G,0.04,4.26,9.89,
17,119,51,G,0.78,4.28,9.1,
17,119,68,G,1.9,4.3,8.15,
17,119,85,G,4.22,4.33,7.2,
17,119,102,G,9.09,4.38,6.42,
17,119,119,BG,4.56,4.43,5.91,
17,119,136,B,0.2,4.49,5.8,
17,119,153,B,5.33,4.56,6.52,
17,119,170,B,9.45,4.63,7.93,
17,119,187,PB,2.05,4.72,9.72,
17,119,204,PB,4.03,4.81,11.66,
17,119,221,PB,5.3,4.91,13.63,
17,119,238,PB,5.86,5.02,15.49,
17,119,255,PB,6.25,5.14,17.17,
17,136,0,GY,9.27,4.82,12.17,
17,136,17,GY,9.52,4.82,11.8,
17,136,34,GY,9.98,4.83,11.2,
17,136,51,G,0.51,4.85,10.5,
17,136,68,G,1.32,4.87,9.64,
17,136,85,G,2.59,4.9,8.77,
17,136,102,G,5.18,4.93,7.87,
17,136,119,BG,0.02,4.98,7.19,
17,136,136,BG,4.84,5.03,6.74,
17,136,153,BG,9.86,5.09,6.54,
17,136,170,B,4.55,5.15,7.1,
17,136,187,B,8.33,5.23,8.38,
17,136,204,PB,1.13,5.31,9.99,
17,136,221,PB,3.07,5.4,11.68,
17,136,238,PB,4.7,5.49,13.45,
17,136,255,PB,5.51,5.6,15.07,
17,153,0,GY,9.42,5.39,13.41,
17,153,17,GY,9.61,5.4,13.06,
17,153,34,GY,9.97,5.4,12.49,
17,153,51,G,0.37,5.42,11.8,
17,153,68,G,0.97,5.43,10.97,
17,153,85,G,1.88,5.46,10.13,
17,153,102,G,3.47,5.49,9.32,
17,153,119,G,6.22,5.53,8.44,
17,153,136,BG,0.78,5.57,7.71,
17,153,153,BG,5.07,5.62,7.23,
17,153,170,BG,9.69,5.68,7.09,
17,153,187,B,3.99,5.74,7.55,
17,153,204,B,7.38,5.82,8.74,
17,153,221,PB,0.33,5.89,10.28,
17,153,238,PB,2.25,5.98,11.82,
17,153,255,PB,3.87,6.07,13.4,
17,170,0,GY,9.55,5.96,14.63,
17,170,17,GY,9.7,5.97,14.31,
17,170,34,GY,9.99,5.97,13.81,
17,170,51,G,0.31,5.98,13.23,
17,170,68,G,0.79,6,12.51,
17,170,85,G,1.49,6.02,11.67,
17,170,102,G,2.5,6.05,10.83,
17,170,119,G,4.19,6.08,9.99,
17,170,136,G,7.13,6.12,9.14,
17,170,153,BG,1.46,6.16,8.37,
17,170,170,BG,5.41,6.21,7.87,
17,170,187,BG,9.59,6.27,7.75,
17,170,204,B,3.53,6.33,8.09,
17,170,221,B,6.68,6.4,9.07,
17,170,238,B,9.52,6.48,10.36,
17,170,255,PB,1.52,6.56,11.73,
17,187,0,GY,9.63,6.53,15.69,
17,187,17,GY,9.75,6.53,15.43,
17,187,34,GY,9.97,6.54,14.97,
17,187,51,G,0.27,6.55,14.44,
17,187,68,G,0.68,6.56,13.77,
17,187,85,G,1.23,6.58,12.94,
17,187,102,G,1.98,6.6,12.06,
17,187,119,G,3.16,6.63,11.26,
17,187,136,G,4.73,6.67,10.41,
17,187,153,G,7.96,6.71,9.64,
17,187,170,BG,2.06,6.75,8.96,
17,187,187,BG,5.72,6.8,8.53,
17,187,204,BG,9.51,6.86,8.42,
17,187,221,B,3.15,6.92,8.7,
17,187,238,B,6.06,6.99,9.42,
17,187,255,B,8.82,7.06,10.47,
17,204,0,GY,9.72,7.09,16.88,
17,204,17,GY,9.82,7.1,16.63,
17,204,34,BG,0,7.1,16.21,
17,204,51,G,0.26,7.11,15.79,
17,204,68,G,0.63,7.12,15.22,
17,204,85,G,1.12,7.14,14.5,
17,204,102,G,1.72,7.16,13.58,
17,204,119,G,2.48,7.18,12.54,
17,204,136,G,3.73,7.21,11.73,
17,204,153,G,5.38,7.25,10.87,
17,204,170,G,8.74,7.29,10.13,
17,204,187,BG,2.58,7.34,9.49,
17,204,204,BG,5.98,7.39,9.05,
17,204,221,BG,9.53,7.44,8.88,
17,204,238,B,2.89,7.5,9,
17,204,255,B,5.43,7.57,9.5,
17,221,0,GY,9.79,7.65,17.75,
17,221,17,GY,9.86,7.66,17.54,
17,221,34,G,0.01,7.66,17.17,
17,221,51,G,0.23,7.67,16.8,
17,221,68,G,0.55,7.68,16.28,
17,221,85,G,0.96,7.69,15.62,
17,221,102,G,1.48,7.71,14.83,
17,221,119,G,2.12,7.73,13.94,
17,221,136,G,3,7.76,12.96,
17,221,153,G,4.2,7.79,12.09,
17,221,170,G,6.19,7.83,11.26,
17,221,187,G,9.39,7.87,10.61,
17,221,204,BG,3.01,7.92,10.03,
17,221,221,BG,6.23,7.97,9.58,
17,221,238,BG,9.64,8.02,9.31,
17,221,255,B,2.74,8.08,9.3,
17,238,0,GY,9.85,8.21,18.58,
17,238,17,GY,9.92,8.21,18.39,
17,238,34,G,0.04,8.21,18.09,
17,238,51,G,0.22,8.22,17.73,
17,238,68,G,0.48,8.23,17.23,
17,238,85,G,0.83,8.24,16.6,
17,238,102,G,1.28,8.26,15.86,
17,238,119,G,1.82,8.28,15.01,
17,238,136,G,2.49,8.31,14.1,
17,238,153,G,3.47,8.33,13.24,
17,238,170,G,4.61,8.37,12.29,
17,238,187,G,6.91,8.4,11.47,
17,238,204,G,9.94,8.44,10.85,
17,238,221,BG,3.37,8.49,10.23,
17,238,238,BG,6.45,8.54,9.75,
17,238,255,BG,9.69,8.59,9.38,
17,255,0,GY,9.88,8.75,19.32,
17,255,17,GY,9.94,8.76,19.14,
17,255,34,G,0.04,8.76,18.85,
17,255,51,G,0.19,8.77,18.45,
17,255,68,G,0.41,8.77,17.91,
17,255,85,G,0.7,8.79,17.29,
17,255,102,G,1.08,8.8,16.58,
17,255,119,G,1.56,8.82,15.81,
17,255,136,G,2.16,8.84,14.98,
17,255,153,G,2.93,8.87,14.21,
17,255,170,G,3.88,8.9,13.36,
17,255,187,G,4.97,8.93,12.39,
17,255,204,G,7.59,8.97,11.61,
17,255,221,BG,0.47,9.01,11.07,
17,255,238,BG,3.67,9.05,10.84,
17,255,255,BG,6.56,9.1,10.88,
34,0,102,PB,7.88,1.09,13.16,
34,0,119,PB,7.41,1.33,14.61,
34,17,85,PB,8.56,1.15,9.12,
34,17,102,PB,7.84,1.35,11.11,
34,17,119,PB,7.44,1.55,13.13,
34,34,0,GY,1.03,1.21,3.08,
34,34,17,GY,1.46,1.24,2.16,
34,34,34,GY,6.34,1.28,0.37,
34,34,51,PB,7.14,1.36,1.75,
34,34,68,PB,7.62,1.46,4.13,
34,34,85,PB,7.6,1.59,6.48,
34,34,102,PB,7.49,1.74,8.8,
34,34,119,PB,7.39,1.9,11.19,
34,34,136,PB,7.3,2.08,13.43,
34,34,153,PB,7.2,2.27,15.25,
34,51,0,GY,5.17,1.86,4.99,
34,51,17,GY,6.2,1.88,4.23,
34,51,34,GY,8.9,1.91,3.15,
34,51,51,BG,2.27,1.96,2.17,
34,51,68,B,9.52,2.03,2.6,
34,51,85,PB,4.88,2.12,4.51,
34,51,102,PB,6.19,2.23,6.6,
34,51,119,PB,6.71,2.36,8.71,
34,51,136,PB,6.92,2.5,10.85,
34,51,153,PB,7.02,2.65,13.01,
34,51,170,PB,7.06,2.81,15.05,
34,51,187,PB,7.1,2.98,17.15,
34,51,204,PB,7.1,3.15,19.21,
34,51,221,PB,7.1,3.33,21.07,
34,68,0,GY,6.78,2.49,6.73,
34,68,17,GY,7.49,2.5,6.11,
34,68,34,GY,9.19,2.53,5.16,
34,68,51,G,2.57,2.56,4.03,
34,68,68,BG,3.26,2.61,3.15,
34,68,85,B,4.87,2.68,3.19,
34,68,102,PB,1.63,2.76,4.66,
34,68,119,PB,4.82,2.86,6.64,
34,68,136,PB,5.9,2.97,8.89,
34,68,153,PB,6.43,3.09,11,
34,68,170,PB,6.71,3.22,13.07,
34,68,187,PB,6.86,3.36,15.06,
34,68,204,PB,6.95,3.51,17.09,
34,68,221,PB,7.02,3.67,19.09,
34,68,238,PB,7.08,3.83,21.12,
34,68,255,PB,7.12,4,23.31,
34,85,0,GY,7.71,3.1,8.34,
34,85,17,GY,8.33,3.11,7.79,
34,85,34,GY,9.42,3.13,6.88,
34,85,51,G,1.21,3.15,5.8,
34,85,68,G,5.31,3.19,4.67,
34,85,85,BG,3.81,3.24,3.89,
34,85,102,B,2.48,3.31,3.84,
34,85,119,B,9.18,3.38,5.1,
34,85,136,PB,2.81,3.47,6.92,
34,85,153,PB,5.05,3.57,8.97,
34,85,170,PB,5.84,3.68,11.14,
34,85,187,PB,6.33,3.79,13.33,
34,85,204,PB,6.63,3.92,15.46,
34,85,221,PB,6.82,4.06,17.45,
34,85,238,PB,6.94,4.2,19.11,
34,85,255,PB,7.02,4.35,20.9,
34,102,0,GY,8.25,3.69,9.42,
34,102,17,GY,8.68,3.7,8.95,
34,102,34,GY,9.52,3.71,8.19,
34,102,51,G,0.72,3.73,7.28,
34,102,68,G,2.37,3.77,6.2,
34,102,85,G,7.24,3.81,5.3,
34,102,102,BG,4.17,3.86,4.71,
34,102,119,B,1.37,3.92,4.71,
34,102,136,B,7.24,3.99,5.82,
34,102,153,PB,1.3,4.07,7.47,
34,102,170,PB,3.72,4.16,9.39,
34,102,187,PB,5.25,4.26,11.43,
34,102,204,PB,5.91,4.37,13.43,
34,102,221,PB,6.33,4.48,15.35,
34,102,238,PB,6.61,4.61,17.19,
34,102,255,PB,6.8,4.74,18.94,
34,119,0,GY,8.67,4.27,10.61,
34,119,17,GY,9,4.28,10.2,
34,119,34,GY,9.6,4.29,9.52,
34,119,51,G,0.46,4.31,8.69,
34,119,68,G,1.58,4.33,7.76,
34,119,85,G,3.75,4.36,6.8,
34,119,102,G,8.63,4.41,6,
34,119,119,BG,4.49,4.46,5.5,
34,119,136,B,0.53,4.52,5.44,
34,119,153,B,5.89,4.58,6.27,
34,119,170,PB,0.01,4.66,7.75,
34,119,187,PB,2.44,4.75,9.58,
34,119,204,PB,4.4,4.84,11.56,
34,119,221,PB,5.47,4.94,13.55,
34,119,238,PB,6.01,5.05,15.4,
34,119,255,PB,6.38,5.17,17.07,
34,136,0,GY,8.98,4.85,11.89,
34,136,17,GY,9.22,4.85,11.54,
34,136,34,GY,9.67,4.86,10.95,
34,136,51,G,0.3,4.87,10.21,
34,136,68,G,1.08,4.9,9.32,
34,136,85,G,2.31,4.92,8.42,
34,136,102,G,4.81,4.96,7.55,
34,136,119,G,9.71,5,6.87,
34,136,136,BG,4.82,5.05,6.41,
34,136,153,B,0.02,5.11,6.22,
34,136,170,B,4.87,5.18,6.85,
34,136,187,B,8.77,5.25,8.2,
34,136,204,PB,1.44,5.33,9.85,
34,136,221,PB,3.38,5.42,11.58,
34,136,238,PB,4.97,5.52,13.35,
34,136,255,PB,5.63,5.62,15,
34,153,0,GY,9.19,5.41,13.15,
34,153,17,GY,9.38,5.42,12.81,
34,153,34,GY,9.74,5.43,12.25,
34,153,51,G,0.21,5.44,11.53,
34,153,68,G,0.8,5.46,10.7,
34,153,85,G,1.69,5.48,9.83,
34,153,102,G,3.21,5.51,9.01,
34,153,119,G,5.89,5.55,8.13,
34,153,136,BG,0.57,5.59,7.42,
34,153,153,BG,5.05,5.64,6.94,
34,153,170,BG,9.81,5.7,6.82,
34,153,187,B,4.22,5.76,7.34,
34,153,204,B,7.68,5.84,8.58,
34,153,221,PB,0.58,5.91,10.17,
34,153,238,PB,2.47,6,11.72,
34,153,255,PB,4.1,6.09,13.31,
34,170,0,GY,9.38,5.98,14.42,
34,170,17,GY,9.53,5.98,14.1,
34,170,34,GY,9.81,5.99,13.62,
34,170,51,G,0.18,6,13,
34,170,68,G,0.66,6.02,12.27,
34,170,85,G,1.34,6.04,11.39,
34,170,102,G,2.34,6.07,10.52,
34,170,119,G,4.01,6.1,9.7,
34,170,136,G,6.88,6.14,8.86,
34,170,153,BG,1.31,6.18,8.1,
34,170,170,BG,5.38,6.23,7.61,
34,170,187,BG,9.68,6.29,7.51,
34,170,204,B,3.72,6.35,7.89,
34,170,221,B,6.93,6.42,8.91,
34,170,238,B,9.75,6.5,10.24,
34,170,255,PB,1.7,6.58,11.63,
34,187,0,GY,9.5,6.55,15.51,
34,187,17,GY,9.61,6.55,15.25,
34,187,34,GY,9.83,6.55,14.79,
34,187,51,G,0.16,6.56,14.21,
34,187,68,G,0.56,6.58,13.54,
34,187,85,G,1.1,6.6,12.71,
34,187,102,G,1.85,6.62,11.82,
34,187,119,G,3.01,6.65,11.02,
34,187,136,G,4.61,6.68,10.19,
34,187,153,G,7.75,6.72,9.41,
34,187,170,BG,1.94,6.77,8.74,
34,187,187,BG,5.71,6.82,8.31,
34,187,204,BG,9.58,6.87,8.21,
34,187,221,B,3.28,6.94,8.53,
34,187,238,B,6.27,7,9.29,
34,187,255,B,9.01,7.08,10.35,
34,204,0,GY,9.61,7.11,16.71,
34,204,17,GY,9.71,7.11,16.47,
34,204,34,GY,9.89,7.12,16.04,
34,204,51,G,0.16,7.12,15.56,
34,204,68,G,0.53,7.14,15,
34,204,85,G,1.03,7.15,14.29,
34,204,102,G,1.61,7.17,13.35,
34,204,119,G,2.37,7.2,12.33,
34,204,136,G,3.61,7.23,11.52,
34,204,153,G,5.19,7.27,10.66,
34,204,170,G,8.58,7.31,9.93,
34,204,187,BG,2.51,7.35,9.29,
34,204,204,BG,5.97,7.4,8.86,
34,204,221,BG,9.58,7.46,8.7,
34,204,238,B,2.99,7.52,8.84,
34,204,255,B,5.61,7.58,9.37,
34,221,0,GY,9.7,7.67,17.61,
34,221,17,GY,9.77,7.67,17.4,
34,221,34,GY,9.92,7.67,17.04,
34,221,51,G,0.14,7.68,16.59,
34,221,68,G,0.46,7.69,16.08,
34,221,85,G,0.88,7.71,15.43,
34,221,102,G,1.4,7.73,14.66,
34,221,119,G,2.04,7.75,13.75,
34,221,136,G,2.9,7.78,12.76,
34,221,153,G,4.11,7.81,11.9,
34,221,170,G,6.04,7.84,11.07,
34,221,187,G,9.28,7.88,10.43,
34,221,204,BG,2.95,7.93,9.85,
34,221,221,BG,6.22,7.98,9.41,
34,221,238,BG,9.68,8.04,9.14,
34,221,255,B,2.82,8.09,9.15,
34,238,0,GY,9.77,8.22,18.45,
34,238,17,GY,9.84,8.22,18.27,
34,238,34,GY,9.97,8.23,17.93,
34,238,51,G,0.15,8.23,17.54,
34,238,68,G,0.41,8.24,17.05,
34,238,85,G,0.76,8.26,16.43,
34,238,102,G,1.21,8.27,15.69,
34,238,119,G,1.75,8.29,14.85,
34,238,136,G,2.42,8.32,13.94,
34,238,153,G,3.39,8.35,13.06,
34,238,170,G,4.54,8.38,12.12,
34,238,187,G,6.79,8.41,11.31,
34,238,204,G,9.85,8.46,10.68,
34,238,221,BG,3.33,8.5,10.08,
34,238,238,BG,6.44,8.55,9.58,
34,238,255,BG,9.73,8.61,9.23,
34,255,0,GY,9.82,8.76,19.2,
34,255,17,GY,9.88,8.77,19.02,
34,255,34,GY,9.98,8.77,18.7,
34,255,51,G,0.14,8.78,18.29,
34,255,68,G,0.35,8.79,17.77,
34,255,85,G,0.64,8.8,17.15,
34,255,102,G,1.02,8.81,16.44,
34,255,119,G,1.49,8.83,15.66,
34,255,136,G,2.09,8.85,14.83,
34,255,153,G,2.86,8.88,14.06,
34,255,170,G,3.81,8.91,13.21,
34,255,187,G,4.92,8.94,12.24,
34,255,204,G,7.48,8.98,11.46,
34,255,221,BG,0.37,9.02,11.04,
34,255,238,BG,3.62,9.06,10.81,
34,255,255,BG,6.54,9.11,10.86,
51,0,85,P,1.51,1.13,10.81,
51,0,102,PB,9.97,1.32,12.43,
51,0,119,PB,8.97,1.53,14.19,
