Red,Green,Blue,HueCode,HueNum,Value,Chroma,Remarks
221,221,153,GY,2.78,8.64,5.12,
221,221,170,GY,3.37,8.67,3.96,
221,221,187,GY,4.36,8.71,2.8,
221,221,204,GY,5.53,8.74,1.72,
221,221,221,GY,8.42,8.79,0.79,
221,221,238,PB,0.79,8.83,1.14,
221,221,255,PB,6.83,8.89,3.17,
221,238,0,GY,3.56,8.99,12.87,
221,238,17,GY,3.59,8.99,12.69,
221,238,34,GY,3.65,9,12.34,
221,238,51,GY,3.74,9,11.87,
221,238,68,GY,3.88,9.01,11.34,
221,238,85,GY,4.09,9.02,10.67,
221,238,102,GY,4.37,9.04,9.86,
221,238,119,GY,4.74,9.05,8.94,
221,238,136,GY,5.13,9.08,7.95,
221,238,153,GY,5.47,9.1,6.98,
221,238,170,GY,5.95,9.13,5.95,
221,238,187,GY,6.64,9.16,4.9,
221,238,204,GY,7.83,9.2,3.87,
221,238,221,G,0.22,9.23,2.85,
221,238,238,G,7.12,9.28,2.09,
221,238,255,B,3.44,9.32,2.62,
238,0,0,R,8.11,4.87,19.24,
238,0,17,R,7.82,4.88,18.91,
238,0,34,R,7.2,4.89,18.46,
238,0,51,R,6.07,4.9,18.01,
238,0,68,R,4.63,4.92,17.65,
238,0,85,R,3.02,4.95,17.58,
238,0,102,R,0.92,4.98,17.78,
238,0,119,RP,8.82,5.03,18.13,
238,0,136,RP,6.83,5.08,18.58,
238,0,153,RP,4.86,5.13,19.15,
238,0,170,RP,3.53,5.2,19.93,
238,0,187,RP,2.32,5.27,20.84,
238,0,204,RP,0.96,5.35,21.86,
238,0,221,P,9.75,5.44,22.93,
238,0,238,P,8.53,5.54,24.05,
238,0,255,P,7.47,5.64,24.98,
238,17,0,R,8.21,4.92,19.02,
238,17,17,R,7.92,4.92,18.7,
238,17,34,R,7.34,4.93,18.2,
238,17,51,R,6.25,4.95,17.78,
238,17,68,R,4.79,4.97,17.42,
238,17,85,R,3.18,5,17.34,
238,17,102,R,1.09,5.03,17.48,
238,17,119,RP,8.96,5.07,17.79,
238,17,136,RP,6.94,5.12,18.25,
238,17,153,RP,4.92,5.18,18.81,
238,17,170,RP,3.57,5.24,19.59,
238,17,187,RP,2.35,5.32,20.49,
238,17,204,RP,0.97,5.4,21.53,
238,17,221,P,9.75,5.48,22.6,
238,17,238,P,8.52,5.58,23.73,
238,17,255,P,7.46,5.68,24.71,
238,34,0,R,8.41,5.01,18.62,
238,34,17,R,8.12,5.01,18.31,
238,34,34,R,7.6,5.02,17.76,
238,34,51,R,6.59,5.03,17.32,
238,34,68,R,5.12,5.05,16.94,
238,34,85,R,3.51,5.08,16.78,
238,34,102,R,1.43,5.11,16.88,
238,34,119,RP,9.21,5.15,17.15,
238,34,136,RP,7.15,5.2,17.62,
238,34,153,RP,5.06,5.26,18.21,
238,34,170,RP,3.65,5.32,19,
238,34,187,RP,2.4,5.39,19.86,
238,34,204,RP,1,5.47,20.93,
238,34,221,P,9.76,5.56,22,
238,34,238,P,8.51,5.65,23.15,
238,34,255,P,7.43,5.75,24.24,
238,51,0,R,8.81,5.14,17.81,
238,51,17,R,8.55,5.15,17.53,
238,51,34,R,8.05,5.15,17.06,
238,51,51,R,7.16,5.17,16.48,
238,51,68,R,5.76,5.19,16.14,
238,51,85,R,4.06,5.21,15.93,
238,51,102,R,1.99,5.25,15.97,
238,51,119,RP,9.64,5.29,16.16,
238,51,136,RP,7.52,5.33,16.62,
238,51,153,RP,5.33,5.39,17.26,
238,51,170,RP,3.77,5.45,18.09,
238,51,187,RP,2.48,5.52,18.97,
238,51,204,RP,1.04,5.59,19.97,
238,51,221,P,9.77,5.68,21.12,
238,51,238,P,8.49,5.77,22.23,
238,51,255,P,7.39,5.86,23.41,
238,68,0,R,9.48,5.33,16.79,
238,68,17,R,9.22,5.34,16.54,
238,68,34,R,8.73,5.34,16.11,
238,68,51,R,7.94,5.36,15.54,
238,68,68,R,6.7,5.37,15.1,
238,68,85,R,4.93,5.4,14.9,
238,68,102,R,2.87,5.43,14.86,
238,68,119,R,0.37,5.47,15.04,
238,68,136,RP,8.06,5.51,15.39,
238,68,153,RP,5.76,5.56,15.98,
238,68,170,RP,3.98,5.62,16.83,
238,68,187,RP,2.6,5.69,17.77,
238,68,204,RP,1.11,5.76,18.86,
238,68,221,P,9.79,5.84,19.94,
238,68,238,P,8.46,5.93,21.13,
238,68,255,P,7.35,6.02,22.24,
238,85,0,YR,0.47,5.57,15.81,
238,85,17,YR,0.22,5.57,15.45,
238,85,34,R,9.75,5.58,14.97,
238,85,51,R,8.99,5.59,14.48,
238,85,68,R,7.86,5.61,13.98,
238,85,85,R,6.26,5.63,13.66,
238,85,102,R,4.08,5.66,13.59,
238,85,119,R,1.49,5.7,13.76,
238,85,136,RP,8.88,5.74,14.08,
238,85,153,RP,6.42,5.79,14.57,
238,85,170,RP,4.3,5.84,15.34,
238,85,187,RP,2.77,5.91,16.25,
238,85,204,RP,1.21,5.98,17.47,
238,85,221,P,9.82,6.05,18.63,
238,85,238,P,8.43,6.13,19.68,
238,85,255,P,7.29,6.22,20.8,
238,102,0,YR,1.89,5.85,15.01,
238,102,17,YR,1.66,5.86,14.66,
238,102,34,YR,1.21,5.86,14.09,
238,102,51,YR,0.45,5.88,13.39,
238,102,68,R,9.35,5.89,12.82,
238,102,85,R,7.9,5.91,12.42,
238,102,102,R,5.9,5.94,12.17,
238,102,119,R,3.15,5.97,12.25,
238,102,136,R,0.13,6.01,12.54,
238,102,153,RP,7.41,6.06,12.96,
238,102,170,RP,4.8,6.11,13.58,
238,102,187,RP,3.07,6.17,14.43,
238,102,204,RP,1.38,6.24,15.44,
238,102,221,P,9.86,6.31,16.65,
238,102,238,P,8.38,6.38,17.99,
238,102,255,P,7.21,6.47,19.17,
238,119,0,YR,3.79,6.18,14.03,
238,119,17,YR,3.58,6.18,13.72,
238,119,34,YR,3.19,6.19,13.2,
238,119,51,YR,2.54,6.2,12.44,
238,119,68,YR,1.49,6.21,11.73,
238,119,85,R,9.98,6.23,11.05,
238,119,102,R,8.2,6.26,10.63,
238,119,119,R,5.71,6.29,10.45,
238,119,136,R,2.31,6.33,10.59,
238,119,153,RP,8.92,6.37,10.96,
238,119,170,RP,5.81,6.42,11.56,
238,119,187,RP,3.54,6.47,12.37,
238,119,204,RP,1.67,6.53,13.4,
238,119,221,P,9.95,6.6,14.55,
238,119,238,P,8.33,6.67,15.87,
238,119,255,P,7.09,6.75,17.28,
238,136,0,YR,6.04,6.54,13.25,
238,136,17,YR,5.86,6.54,12.94,
238,136,34,YR,5.51,6.55,12.39,
238,136,51,YR,4.91,6.56,11.68,
238,136,68,YR,4.08,6.57,10.92,
238,136,85,YR,2.88,6.59,10.12,
238,136,102,YR,1.11,6.61,9.4,
238,136,119,R,8.78,6.64,8.89,
238,136,136,R,5.74,6.68,8.75,
238,136,153,R,1.52,6.71,9.01,
238,136,170,RP,7.61,6.76,9.52,
238,136,187,RP,4.31,6.81,10.3,
238,136,204,RP,2.13,6.87,11.23,
238,136,221,RP,0.1,6.93,12.5,
238,136,238,P,8.29,7,13.81,
238,136,255,P,6.97,7.07,15.16,
238,153,0,YR,8.57,6.93,12.61,
238,153,17,YR,8.42,6.93,12.3,
238,153,34,YR,8.15,6.93,11.81,
238,153,51,YR,7.67,6.94,11.18,
238,153,68,YR,6.93,6.96,10.38,
238,153,85,YR,5.87,6.97,9.52,
238,153,102,YR,4.44,7,8.65,
238,153,119,YR,2.54,7.02,7.79,
238,153,136,R,9.72,7.05,7.21,
238,153,153,R,6.03,7.09,7.09,
238,153,170,R,0.68,7.13,7.4,
238,153,187,RP,6.01,7.18,7.91,
238,153,204,RP,2.87,7.23,8.83,
238,153,221,RP,0.38,7.29,9.96,
238,153,238,P,8.26,7.35,11.36,
238,153,255,P,6.85,7.42,12.77,
238,170,0,Y,1.25,7.34,12.09,
238,170,17,Y,1.14,7.34,11.83,
238,170,34,Y,0.92,7.35,11.42,
238,170,51,Y,0.56,7.35,10.77,
238,170,85,YR,9.23,7.38,9.02,
238,170,102,YR,8.18,7.4,8.02,
238,170,119,YR,6.69,7.43,7.09,
238,170,136,YR,4.44,7.45,6.23,
238,170,153,YR,1.35,7.49,5.58,
238,170,170,R,6.69,7.53,5.44,
238,170,187,RP,9.8,7.57,5.84,
238,170,204,RP,4.28,7.62,6.49,
238,170,221,RP,0.93,7.67,7.56,
238,170,238,P,8.27,7.73,8.89,
238,170,255,P,6.67,7.79,10.34,
238,187,0,Y,3.78,7.77,11.87,
238,187,17,Y,3.72,7.77,11.64,
238,187,34,Y,3.59,7.78,11.25,
238,187,51,Y,3.37,7.78,10.63,
238,187,68,Y,3.04,7.79,9.81,
238,187,85,Y,2.56,7.81,8.92,
238,187,102,Y,1.78,7.83,7.89,
238,187,119,Y,0.73,7.85,6.88,
238,187,136,YR,9.31,7.88,5.87,
238,187,153,YR,7.29,7.91,4.95,
238,187,170,YR,3.77,7.94,4.15,
238,187,187,R,8.18,7.98,3.86,
238,187,204,RP,8.77,8.03,4.38,
238,187,221,RP,2.16,8.08,5.28,
238,187,238,P,8.35,8.13,6.58,
238,187,255,P,6.41,8.19,7.85,
238,204,0,Y,6.35,8.21,11.86,
238,204,17,Y,6.3,8.21,11.66,
238,204,34,Y,6.2,8.22,11.3,
238,204,51,Y,6.02,8.23,10.72,
238,204,68,Y,5.77,8.24,9.92,
238,204,85,Y,5.39,8.25,9.04,
238,204,102,Y,4.89,8.27,8,
238,204,119,Y,4.38,8.29,6.98,
238,204,136,Y,3.63,8.31,5.88,
238,204,153,Y,2.54,8.34,4.81,
238,204,170,Y,0.69,8.37,3.76,
238,204,187,YR,7.76,8.41,2.88,
238,204,204,YR,1.53,8.45,2.47,
238,204,221,RP,6.89,8.49,2.98,
238,204,238,P,8.66,8.54,4.05,
238,204,255,P,5.97,8.6,5.55,
238,221,0,Y,9.47,8.67,12.13,
238,221,17,Y,9.46,8.67,11.92,
238,221,34,Y,9.43,8.67,11.59,
238,221,51,Y,9.38,8.68,11.07,
238,221,68,Y,9.31,8.69,10.33,
238,221,85,Y,9.2,8.7,9.46,
238,221,102,Y,9.03,8.71,8.45,
238,221,119,Y,8.8,8.73,7.4,
238,221,136,Y,8.46,8.76,6.31,
238,221,153,Y,7.96,8.78,5.18,
238,221,170,Y,7.16,8.81,4.03,
238,221,187,Y,5.99,8.84,2.92,
238,221,204,Y,3.99,8.88,1.87,
238,221,221,YR,9.19,8.92,1.03,
238,221,238,RP,1.83,8.97,1.61,
238,221,255,P,4.75,9.02,3.22,
238,238,0,GY,1.65,9.12,15.48,
238,238,17,GY,1.65,9.13,15.22,
238,238,34,GY,1.67,9.13,14.74,
238,238,51,GY,1.69,9.13,13.98,
238,238,68,GY,1.74,9.14,13.23,
238,238,85,GY,1.8,9.15,12.26,
238,238,102,GY,1.9,9.17,11.28,
238,238,119,GY,2.03,9.18,10.2,
238,238,136,GY,2.2,9.21,9.01,
238,238,153,GY,2.46,9.23,7.75,
238,238,170,GY,2.82,9.26,6.56,
238,238,187,GY,3.39,9.29,5.27,
238,238,204,GY,4.46,9.32,3.92,
238,238,221,GY,5.57,9.36,2.57,
238,238,238,GY,8.45,9.4,1.28,
238,238,255,B,9.42,9.45,1.69,
255,0,0,R,7.94,5.22,20.46,
255,0,17,R,7.71,5.22,20.17,
255,0,34,R,7.21,5.23,19.77,
255,0,51,R,6.3,5.25,19.33,
255,0,68,R,5.01,5.26,18.84,
255,0,85,R,3.58,5.29,18.6,
255,0,102,R,1.77,5.32,18.62,
255,0,119,RP,9.73,5.36,18.82,
255,0,136,RP,7.91,5.41,19.21,
255,0,153,RP,5.99,5.46,19.68,
255,0,170,RP,4.38,5.52,20.37,
255,0,187,RP,3.17,5.59,21.3,
255,0,204,RP,1.98,5.66,22.26,
255,0,221,RP,0.76,5.74,23.24,
255,0,238,P,9.63,5.83,24.21,
255,0,255,P,8.49,5.93,25.07,
255,17,0,R,8.05,5.26,20.19,
255,17,17,R,7.82,5.27,19.91,
255,17,34,R,7.34,5.27,19.48,
255,17,51,R,6.45,5.29,19.05,
255,17,68,R,5.17,5.31,18.58,
255,17,85,R,3.72,5.33,18.33,
255,17,102,R,1.92,5.36,18.34,
255,17,119,RP,9.84,5.4,18.54,
255,17,136,RP,8,5.45,18.94,
255,17,153,RP,6.07,5.5,19.41,
255,17,170,RP,4.42,5.56,20.03,
255,17,187,RP,3.2,5.63,20.99,
255,17,204,RP,2,5.7,21.96,
255,17,221,RP,0.77,5.78,22.96,
255,17,238,P,9.63,5.87,23.96,
255,17,255,P,8.48,5.96,24.85,
255,34,0,R,8.26,5.34,19.73,
255,34,17,R,8.02,5.34,19.46,
255,34,34,R,7.57,5.35,18.99,
255,34,51,R,6.71,5.37,18.55,
255,34,68,R,5.47,5.38,18.09,
255,34,85,R,3.99,5.41,17.85,
255,34,102,R,2.21,5.44,17.85,
255,34,119,R,0.07,5.48,18.05,
255,34,136,RP,8.18,5.52,18.45,
255,34,153,RP,6.23,5.57,18.93,
255,34,170,RP,4.51,5.63,19.53,
255,34,187,RP,3.25,5.7,20.41,
255,34,204,RP,2.04,5.77,21.44,
255,34,221,RP,0.79,5.85,22.45,
255,34,238,P,9.64,5.94,23.48,
255,34,255,P,8.47,6.03,24.41,
255,51,0,R,8.59,5.47,19.02,
255,51,17,R,8.35,5.47,18.77,
255,51,34,R,7.91,5.48,18.31,
255,51,51,R,7.15,5.49,17.78,
255,51,68,R,5.99,5.51,17.41,
255,51,85,R,4.49,5.53,17.15,
255,51,102,R,2.7,5.56,17.09,
255,51,119,R,0.5,5.6,17.27,
255,51,136,RP,8.5,5.64,17.66,
255,51,153,RP,6.51,5.69,18.19,
255,51,170,RP,4.65,5.75,18.79,
255,51,187,RP,3.34,5.81,19.58,
255,51,204,RP,2.1,5.88,20.58,
255,51,221,RP,0.82,5.96,21.67,
255,51,238,P,9.64,6.04,22.63,
255,51,255,P,8.45,6.13,23.58,
255,68,0,R,9.09,5.64,18.05,
255,68,17,R,8.87,5.64,17.84,
255,68,34,R,8.45,5.65,17.48,
255,68,51,R,7.77,5.66,16.95,
255,68,68,R,6.71,5.68,16.52,
255,68,85,R,5.23,5.7,16.25,
255,68,102,R,3.39,5.73,16.14,
255,68,119,R,1.19,5.77,16.22,
255,68,136,RP,8.98,5.81,16.54,
255,68,153,RP,6.94,5.86,17.09,
255,68,170,RP,4.88,5.91,17.82,
255,68,187,RP,3.48,5.97,18.61,
255,68,204,RP,2.2,6.04,19.44,
255,68,221,RP,0.86,6.11,20.41,
255,68,238,P,9.65,6.2,21.4,
255,68,255,P,8.43,6.28,22.38,
255,85,0,R,9.87,5.86,16.99,
255,85,17,R,9.65,5.87,16.82,
255,85,34,R,9.25,5.87,16.5,
255,85,51,R,8.58,5.88,16.04,
255,85,68,R,7.63,5.9,15.53,
255,85,85,R,6.27,5.92,15.22,
255,85,102,R,4.44,5.95,15.12,
255,85,119,R,2.19,5.98,15.14,
255,85,136,RP,9.72,6.02,15.32,
255,85,153,RP,7.57,6.07,15.65,
255,85,170,RP,5.31,6.12,16.32,
255,85,187,RP,3.72,6.18,17.08,
255,85,204,RP,2.36,6.24,17.92,
255,85,221,RP,0.93,6.31,18.93,
255,85,238,P,9.66,6.39,19.95,
255,85,255,P,8.4,6.47,21.01,
255,102,0,YR,1.04,6.13,16.24,
255,102,17,YR,0.84,6.13,15.92,
255,102,34,YR,0.44,6.14,15.41,
255,102,51,R,9.79,6.15,14.79,
255,102,68,R,8.87,6.16,14.32,
255,102,85,R,7.61,6.18,13.89,
255,102,102,R,5.92,6.21,13.63,
255,102,119,R,3.62,6.24,13.61,
255,102,136,R,0.96,6.28,13.74,
255,102,153,RP,8.46,6.32,14.03,
255,102,170,RP,6.03,6.37,14.5,
255,102,187,RP,4.06,6.42,15.26,
255,102,204,RP,2.59,6.49,16.07,
255,102,221,RP,1.05,6.55,17.17,
255,102,238,P,9.68,6.63,18.34,
255,102,255,P,8.37,6.71,19.48,
255,119,0,YR,2.66,6.43,15.19,
255,119,17,YR,2.47,6.44,14.87,
255,119,34,YR,2.11,6.44,14.38,
255,119,51,YR,1.51,6.45,13.75,
255,119,68,YR,0.59,6.47,13.07,
255,119,85,R,9.35,6.49,12.49,
255,119,102,R,7.8,6.51,12.08,
255,119,119,R,5.7,6.54,11.86,
255,119,136,R,2.82,6.57,11.9,
255,119,153,RP,9.8,6.61,12.13,
255,119,170,RP,7.12,6.66,12.63,
255,119,187,RP,4.59,6.71,13.36,
255,119,204,RP,2.89,6.77,14.27,
255,119,221,RP,1.23,6.83,15.3,
255,119,238,P,9.72,6.9,16.43,
255,119,255,P,8.29,6.98,17.71,
255,136,0,YR,4.59,6.77,14.35,
255,136,17,YR,4.42,6.78,14.02,
255,136,34,YR,4.11,6.78,13.58,
255,136,51,YR,3.59,6.79,12.95,
255,136,68,YR,2.81,6.8,12.17,
255,136,85,YR,1.67,6.82,11.48,
255,136,102,YR,0.05,6.84,10.84,
255,136,119,R,8.16,6.87,10.44,
255,136,136,R,5.61,6.9,10.28,
255,136,153,R,2.08,6.94,10.45,
255,136,170,RP,8.69,6.98,10.81,
255,136,187,RP,5.57,7.03,11.38,
255,136,204,RP,3.37,7.09,12.19,
255,136,221,RP,1.51,7.15,13.24,
255,136,238,P,9.83,7.21,14.32,
255,136,255,P,8.25,7.28,15.53,
255,153,0,YR,6.81,7.14,13.66,
255,153,17,YR,6.66,7.15,13.41,
255,153,34,YR,6.39,7.15,12.96,
255,153,51,YR,5.93,7.16,12.27,
255,153,68,YR,5.21,7.17,11.51,
255,153,85,YR,4.26,7.19,10.73,
255,153,102,YR,2.99,7.21,9.94,
255,153,119,YR,1.17,7.23,9.18,
255,153,136,R,8.8,7.26,8.62,
255,153,153,R,5.7,7.3,8.49,
255,153,170,R,1.4,7.34,8.75,
255,153,187,RP,7.51,7.38,9.21,
255,153,204,RP,4.18,7.44,9.98,
255,153,221,RP,1.97,7.49,10.89,
255,153,238,RP,0.01,7.55,12.04,
255,153,255,P,8.23,7.62,13.23,
255,170,0,YR,9.27,7.54,13.12,
255,170,17,YR,9.15,7.54,12.87,
255,170,34,YR,8.93,7.55,12.4,
255,170,51,YR,8.57,7.55,11.75,
255,170,68,YR,8.01,7.56,11,
255,170,85,YR,7.21,7.58,10.11,
255,170,102,YR,6.09,7.6,9.2,
255,170,119,YR,4.56,7.62,8.27,
255,170,136,YR,2.64,7.65,7.48,
255,170,153,R,9.77,7.68,6.94,
255,170,170,R,6.05,7.72,6.82,
255,170,187,R,0.71,7.76,7.14,
255,170,204,RP,5.96,7.81,7.65,
255,170,221,RP,2.74,7.86,8.55,
255,170,238,RP,0.31,7.92,9.68,
255,170,255,P,8.19,7.98,10.97,
255,187,0,Y,1.83,7.95,12.78,
255,187,17,Y,1.73,7.95,12.53,
255,187,34,Y,1.56,7.96,12.09,
255,187,51,Y,1.27,7.97,11.52,
255,187,68,Y,0.83,7.98,10.77,
255,187,85,Y,0.2,7.99,9.85,
255,187,102,YR,9.38,8.01,8.88,
255,187,119,YR,8.32,8.03,7.85,
255,187,136,YR,6.82,8.06,6.93,
255,187,153,YR,4.53,8.09,6.11,
255,187,170,YR,1.47,8.12,5.41,
255,187,187,R,6.79,8.16,5.23,
255,187,204,RP,9.93,8.2,5.63,
255,187,221,RP,4.25,8.25,6.28,
255,187,238,RP,0.87,8.3,7.25,
255,187,255,P,8.27,8.36,8.36,
255,204,0,Y,4.07,8.38,12.5,
255,204,17,Y,4.02,8.38,12.26,
255,204,34,Y,3.92,8.39,11.87,
255,204,51,Y,3.76,8.39,11.33,
255,204,68,Y,3.5,8.4,10.6,
255,204,85,Y,3.15,8.42,9.71,
255,204,102,Y,2.64,8.43,8.74,
255,204,119,Y,1.85,8.45,7.69,
255,204,136,Y,0.77,8.48,6.67,
255,204,153,YR,9.33,8.5,5.67,
255,204,170,YR,7.3,8.53,4.73,
255,204,187,YR,3.96,8.57,3.94,
255,204,204,R,8.46,8.61,3.66,
255,204,221,RP,8.96,8.65,4.14,
255,204,238,RP,2.22,8.7,4.99,
255,204,255,P,8.29,8.75,6.16,
255,221,0,Y,6.58,8.82,12.51,
255,221,17,Y,6.54,8.82,12.3,
255,221,34,Y,6.46,8.83,11.92,
255,221,51,Y,6.32,8.83,11.43,
255,221,68,Y,6.11,8.84,10.74,
255,221,85,Y,5.8,8.85,9.87,
255,221,102,Y,5.39,8.87,8.91,
255,221,119,Y,4.88,8.88,7.84,
255,221,136,Y,4.38,8.91,6.8,
255,221,153,Y,3.64,8.93,5.71,
255,221,170,Y,2.51,8.96,4.63,
255,221,187,Y,0.72,8.99,3.6,
255,221,204,YR,7.87,9.03,2.82,
255,221,221,YR,2.04,9.07,2.49,
255,221,238,RP,7.4,9.12,3.07,
255,221,255,P,8.74,9.16,4.35,
255,238,102,Y,9.47,9.31,15,
255,238,119,Y,9.33,9.32,13.14,
255,238,136,Y,9.13,9.34,11.49,
255,238,153,Y,8.84,9.37,9.91,
255,238,170,Y,8.4,9.39,8.31,
255,238,187,Y,7.7,9.42,6.76,
255,238,204,Y,6.6,9.46,5.18,
255,238,221,Y,4.57,9.49,3.54,
255,238,238,Y,0.04,9.54,1.96,
255,238,255,RP,2.78,9.58,2.57,
